1	PMUL3484.json	hotel-name	aylesbray lodge guest house	[alyesbray lodge guest house,aylesbray lodge guest house]
1	PMUL3484.json	taxi-departure	alyesbray lodge hotel	[alyesbray lodge guest house,aylesbray lodge guest house]
1	SNG0389.json	train-leaveat	09:30	[9:30,09:30]
1	PMUL2979.json	taxi-departure	huntingdon marriott hotel	[huntington marriott,huntingdon marriott hotel]
1	PMUL2979.json	taxi-destination	the place	[places,the place]
1	MUL0358.json	restaurant-name	golden wok	[]
1	PMUL4450.json	restaurant-food	italian|indian	[italian,indian]
1	PMUL1251.json	attraction-name	christ college	[christ college,christ's college]
1	SNG1375.json	train-leaveat	08:00	[08:00,8:00]
1	PMUL1031.json	train-leaveat	09:00	[9:00,09:00]
1	SSNG0142.json	restaurant-name	ask	[ask,ask."]
1	SNG01795.json	train-arriveby	12:45	[12:15]
1	PMUL3460.json	train-arriveby	17:58	[17.58,17:58]
1	MUL1914.json	train-arriveby	09:30	[9:30,09:30]
1	PMUL2097.json	restaurant-name	bangkok city	[city,bangkok city]
1	PMUL2710.json	hotel-name	alpha-milton guest house	[]
1	SNG01373.json	taxi-arriveby	13:00	[one o'clock p.m.,one o'clock p.m]
1	PMUL2676.json	attraction-name	christ college	[christ college,christ's college]
1	MUL0015.json	taxi-departure	pizza hut fenditton	[pizza hut fenditton,pizza express fen ditton]
1	MUL1151.json	taxi-leaveat	02:30	[02:30,2:30]
1	PMUL4349.json	restaurant-name	fitzbillies restaurant	[]
1	SNG0509.json	restaurant-name	bedouin	[]
1	PMUL1566.json	train-leaveat	09:00	[9:00,09:00]
1	PMUL1209.json	attraction-name	primavera	[primavera's,primavera]
1	PMUL2135.json	restaurant-name	pizza hut fenditton	[pizza hut fenditton,pizza hut fen ditton]
1	SNG0952.json	taxi	taxi-departure=el shaddia guesthouse	[]
1	WOZ20556.json	restaurant-name	pizza hut cherry hinton	[pizza hut cherry,pizza hut cherry hilton]
1	PMUL1961.json	hotel-name	ashley hotel	[]
1	WOZ20364.json	restaurant-food	portugese	[portuguese]
1	PMUL2406.json	restaurant-food	british	[]
1	SSNG0100.json	restaurant-name	the oak bistro	[]
1	SSNG0144.json	restaurant-name	yippee noodle bar	[]
1	SNG01431.json	taxi-departure	sheeps green and lammas land park	[sheep's green and lammas land park,sheeps green and lammas land park]
1	MUL1101.json	taxi-leaveat	05:00	[05:00,5:00]
1	SSNG0343.json	hotel-name	arbury lodge guesthouse	[]
1	WOZ20580.json	restaurant-name	grafton hotel restaurant	[gourmet burger kitchen]
1	PMUL0135.json	hotel-name	rosas bed and breakfast	[rosas bed and breakfast,rosa's]
1	PMUL0135.json	restaurant-name	nandos	[nados,nandos]
1	PMUL3659.json	train-arriveby	08:15	[07:56]
1	PMUL3659.json	train-arriveby	08:15	[]
1	PMUL2797.json	hotel-name	acorn guest house	[acorn guest house,acorn guesthouse]
1	MUL0905.json	attraction-name	christ college	[christ college,christ's college]
1	MUL0905.json	attraction-name	christs college|downing college	[christ's college]
1	MUL0932.json	restaurant-name	the varsity restaurant	[the varsity restaurant,the varsity restaurants]
1	PMUL3111.json	restaurant-name	stazione restaurant and coffee bar	[]
1	PMUL2904.json	hotel-name	rosas bed and breakfast	[rosas bed and breakfast,rosa's]
1	PMUL3762.json	hotel-name	express by holiday inn cambridge	[holiday inn cambridge,express by holiday inn cambridge]
1	SNG02339.json	restaurant-name	backstreet bistro	[]
1	PMUL2893.json	hotel-name	hobsons house	[]
1	PMUL2893.json	taxi-departure	vue cinema	[vue,vue cinema]
1	MUL1467.json	restaurant-name	de luca cucina and bar	[]
1	MUL0907.json	restaurant-name	bedouin	[]
1	MUL1315.json	restaurant-name	maharajah tandoori restaurant	[maharajah tandoori restaurant,maharajah tandoor restaurant]
1	MUL1315.json	taxi-departure	huntingdon marriott hotel	[huntingdon marriott,huntingdon marriott hotel]
